bin_id,route_progress_center,route_progress_bin_center,latitude,longitude,verticalSpeed_ms,x_wrt0,y_wrt0,altitude_meters,speed_kmh,delta_altitude,delta_speed,delta_heading,turn_rate,acceleration,distance_per_timestep
484,0.24225,0.24225,13.536925,121.036186,7.2,3567.154375923048,-107364.52091456795,7163.0,774.1,175.0,1.8999999999999773,0.0,0.0,0.1749999999999971,6439.472346441017
485,0.24275,0.24275,13.50499,121.032684,6.5,3143.53464319058,-110415.82511125656,7163.0,770.4,160.0,3.699999999999932,0.0,0.0,0.2312500000000028,6537.640631254263
486,0.24325,0.24325,13.535249,121.033188,6.35,3104.5985672121924,-107260.38672192927,7178.0,781.5,137.0,1.8999999999999773,0.0,0.0,0.26864583333333225,5442.58646033
487,0.24375,0.24375,13.4975595,121.032772,6.5,3149.6801814513856,-111547.62423541331,7212.5,782.45,84.0,1.900000000000034,0.0,0.0,0.1193548387096788,3003.4812289762694
488,0.24425,0.24425,13.518036,121.032875,6.5,3123.7181646776557,-109608.99360908168,7201.0,774.1,153.0,1.8999999999999773,0.0,0.0,0.2387096774193541,6150.451346714603
489,0.24475,0.24475,13.4961725,121.03281799999999,6.2,3120.8443087176283,-111676.33254078352,7197.5,781.5,57.5,1.8999999999999773,0.0,0.0,0.2242424242424235,2777.4829349866986
490,0.24525,0.24525,13.4974365,121.0326995,6.35,3113.290634018711,-111972.55623452578,7189.5,779.7,42.0,1.8999999999999773,-1.0,-0.09375,0.28314393939393906,1554.1871687968862
491,0.24575,0.24575,13.509925,121.032921,5.9,3160.0316006712856,-109868.63412142692,7148.0,777.8,22.0,1.8999999999999773,0.0,0.0,0.1774193548387097,559.0971840360465
492,0.24625,0.24625,13.509227,121.035797,6.5,3640.739045156977,-110103.81171612097,7239.0,781.5,115.0,1.8999999999999773,0.0,0.0,0.1806451612903233,3537.8104874311307
493,0.24675,0.24675,13.497757,121.032616,6.2,3094.9708492964355,-111310.16714157448,7247.0,781.5,168.0,3.699999999999932,0.0,0.0,0.2818181818181804,6599.588927004162
494,0.24725,0.24725,13.494749,121.032906,6.2,3153.412157108757,-111955.65458233036,7216.0,779.7,84.0,1.8999999999999773,-1.0,-0.0303030303030303,0.2312499999999993,2553.302931312204
495,0.24775,0.24775,13.51149,121.03363,6.5,3226.155457434107,-110778.76585313855,7216.0,777.8,77.0,1.8999999999999773,0.0,0.0,0.1750000000000007,3779.640479012769
496,0.24825,0.24825,13.488464,121.03286,5.9,3391.968086947168,-112436.57330434014,7186.0,781.5,16.0,1.8999999999999773,0.0,0.0,0.3468750000000007,541.9358379337729
497,0.24875,0.24875,13.492582500000001,121.032814,6.5,3308.9134708644297,-113018.23476904197,7326.5,782.45,22.5,1.8500000000000227,0.0,0.0,0.2094896331738415,583.0876637925319
498,0.24925,0.24925,13.486816,121.03273,6.8,3380.739363944564,-112869.01097136844,7170.0,781.5,23.0,1.7999999999999543,0.0,0.0,0.0562500000000021,576.549726611175
499,0.24975,0.24975,13.491444,121.033455,6.2,3272.7054091350856,-112720.78792941743,7353.0,783.4,23.0,1.8999999999999773,0.0,0.0,0.1866666666666674,552.8879132585286
500,0.25025,0.25025,13.479619,121.032585,6.8,3111.596554147342,-113922.917941822,7193.0,783.4,23.0,1.8000000000000682,0.0,0.0,0.1193548387096752,548.530969687396
501,0.25075,0.25075,13.487457,121.033066,6.8,3436.8073368777573,-112962.52603384484,7376.0,783.4,130.0,1.8999999999999773,0.0,0.0,0.1666666666666666,5567.92533548027
502,0.25125,0.25125,13.480364,121.032875,6.5,3215.128834255073,-114472.66641849648,7224.0,796.4,23.0,1.7999999999999543,0.0,0.0,0.1156250000000014,555.7764322436989
503,0.25175,0.25175,13.486542,121.032982,6.8,3394.506070140697,-112679.97933497129,7330.0,781.5,153.0,1.8999999999999773,0.0,0.0,0.2387096774193541,6525.178406136594
504,0.25225,0.25225,13.484903500000001,121.0330165,6.5,3237.31898844226,-113148.88898831635,7364.5,788.95,23.0,1.7999999999999543,0.0,0.0,0.11748991935483649,592.4101986452761
505,0.25275,0.25275,13.482901,121.0335575,6.8,3481.465171141014,-113424.76398237597,7193.0,785.2,34.5,1.8000000000000682,0.0,0.0,0.14652217741935553,1423.2993226244985
506,0.25325,0.25325,13.484344499999999,121.032944,6.5,3412.9416381409956,-113402.63616140914,7346.0,794.5,38.0,1.7999999999999543,0.0,0.0,0.13939393939394004,2881.178077723328
507,0.25375,0.25375,13.494206,121.03305850000001,7.2,3497.4115007352248,-112119.77852075486,7280.5,783.4,130.0,1.8999999999999773,0.0,0.0,0.11562499999999959,6436.224200437153
508,0.25425,0.25425,13.480853,121.0329555,6.2,3436.102704179668,-113959.11194043797,7433.5,785.2,68.0,1.8999999999999773,0.0,0.0,0.1774193548387097,4941.353955100663
509,0.25475,0.25475,13.485485,121.033012,6.5,3434.193089755541,-112857.89146334532,7315.0,785.2,122.0,1.8000000000000682,0.0,0.0,0.1121212121212135,5256.805507553231
510,0.25525,0.25525,13.479675,121.033012,6.2,3466.508445093652,-114258.28230380628,7262.0,785.2,23.0,0.0,0.0,0.0,0.0,601.2924001938997
511,0.25575,0.25575,13.4765015,121.03284099999999,6.5,3453.7169533690612,-114220.25358636638,7391.5,779.7,23.0,1.8500000000000227,0.0,0.0,0.173313782991203,541.8185192666419
512,0.25625,0.25625,13.474592,121.03421,6.5,3574.117778951139,-114680.15643821236,7422.0,785.2,16.0,0.0,0.0,0.0,0.0,474.1116532982939
513,0.25675,0.25675,13.488144,121.033005,6.5,3425.347177469744,-112476.2699479838,7399.0,781.5,175.0,1.8999999999999773,0.0,0.0,0.1193548387096788,6522.031059412608
514,0.25725,0.25725,13.4767405,121.033226,6.5,3450.8645076591824,-113817.00462789941,7471.5,785.2,30.5,1.8000000000000114,0.0,0.0,0.16927083333333331,607.8302909689753
515,0.25775,0.25775,13.472992,121.033012,6.5,3496.4470201017584,-114363.97322756815,7361.0,789.0,141.0,1.8999999999999773,0.0,0.0,0.177822580645162,6496.261814662646
516,0.25825,0.25825,13.478645499999999,121.03262699999999,6.2,3426.4917175540545,-113994.58317103249,7429.5,785.2,141.0,1.8999999999999773,0.0,0.0,0.18416666666666776,6261.579289548366
517,0.25875,0.25875,13.4725215,121.0332715,6.2,3507.981866938693,-114182.66964924755,7494.5,786.1500000000001,16.0,1.7999999999999543,0.0,0.0,0.1193548387096788,568.1970610023595
518,0.25925,0.25925,13.471147,121.032822,6.5,3429.448171918328,-114695.39016420412,7292.0,787.1,23.0,1.8000000000000682,0.0,0.0,0.2787878787878801,569.4517354443168
519,0.25975,0.25975,13.4755695,121.033157,6.2,3468.482208589965,-114243.60455321535,7555.0,792.7,114.5,1.8000000000000682,0.0,0.0,0.14452590420332456,4661.923709270372
520,0.26025,0.26025,13.472926000000001,121.032883,6.2,3497.2970652804393,-114151.70181940251,7406.5,787.1,61.5,1.8000000000000682,0.0,0.0,0.1174899193548383,3486.7144991988
521,0.26075,0.26075,13.479852,121.033066,5.9,3468.138056525254,-113576.21168165392,7445.0,790.8,145.0,1.7999999999999543,0.0,0.0,0.171875,6607.215844173182
