bin_id,var_x,var_y,cov_xy
468,132910205.70060904,107831743.33286718,-5584657.22282066
469,134727432.10479078,132559534.80867635,-19885259.231009293
470,158073272.56522247,116088653.23217833,-30664138.97769516
471,160509606.53416234,126586868.66365837,-48493033.04398332
472,142433732.0927855,123113378.95546055,-33371056.824866075
473,107753727.77908394,57821428.99546864,31758127.524690572
474,59498921.573261775,138010054.51349625,-23159534.555531282
475,149757863.29547182,159215096.416407,-16183732.69456623
476,116182055.03483099,74970639.007824,-26732732.03973506
477,116463354.78384174,111177299.11557344,-9436948.689295288
478,184104172.65590054,181212794.9266358,3029245.194380767
479,103978811.35572185,141697519.19451773,-33031617.7757317
480,97417784.48301232,151601227.24673405,-7805800.274137977
481,150676067.43249333,160394505.77609035,-55270743.432821974
482,137245649.98318294,60997290.7922369,-37495248.97027883
483,205381325.9037901,112633201.77310945,-61433878.39215673
484,113217284.39241588,172529411.28260106,-42586722.487628214
485,140394356.01947412,119108087.45933734,-24644806.57668653
486,162177684.0892528,84711959.01951014,6182780.268013363
487,114507998.92347738,174373995.3204799,-10955926.034776483
488,110022718.46266684,149859636.1557763,-27043569.09730596
489,163639564.51104876,130216470.54465826,-3673692.4539662134
490,137422367.18586642,112616046.35164957,-26608972.677772835
491,192326297.38864997,141183232.00868538,-31535043.578767113
492,99230249.62148416,121182462.0414992,-3120604.4901924916
493,90757661.96341297,198541381.92360565,16942273.937282763
494,146359012.24212354,148868957.36933187,-34091499.271306366
495,165990252.89250985,140587710.4500053,20688864.885313723
496,139859002.8948714,176599594.98434457,-59366884.88338117
497,125957162.56843315,178554596.09092262,13303781.53387311
498,124727601.01223615,118110243.77204965,-26158843.71326856
499,153994560.4135567,73861861.08828251,-27798433.330033623
500,105587267.96299104,113232483.15806177,-1417087.545232486
501,128541060.34948975,78620960.66081502,-34111671.78389987
502,141466466.8349217,86098171.46848324,-39696520.904390424
503,119713995.63144292,206163189.58819473,3190387.295728341
504,139800569.08816814,83536335.97232312,-9327534.041446436
505,87277285.42589694,178695729.46528265,-6208070.437774091
506,61222369.603872165,93344563.24640077,-7249124.102136935
507,116824366.55226165,186690148.209809,2773761.4367101956
508,103767529.49262187,148730342.12558568,-17864354.044692956
509,126223074.43883803,172370481.7996613,-15361572.411595158
510,113153097.52218667,59186738.29744062,-15003476.036053428
511,85769062.58177803,167097508.33507183,-60394961.36126404
512,121612627.89463755,129667489.35826267,305295.4241189958
513,66121438.89566204,173393255.0672268,15684832.364938103
514,73233628.00687125,139334120.88205796,-13103203.13620597
515,123144469.47105399,139606482.08937794,-2498359.971171406
516,77965446.80246451,101524897.27390714,-21967525.278795548
